ADBE,거래소,기호,멕시코,부문,산업,소프트웨어와 프로그래밍,어도비 시스템즈,종목,테크놀로지
,NSE,CIGN,,테크놀로지,컴퓨터 서비스,,,Cigniti Technologies,
,NSE,TVEL,,테크놀로지,컴퓨터 주변기기,,,TVS Electronics Ltd,
,BSE,TVEL,,테크놀로지,컴퓨터 주변기기,,,TVS Electronics Ltd,
,NSE,ALAK,,테크놀로지,컴퓨터 서비스,,,Alankit Ltd,
,BSE,ALAK,,테크놀로지,컴퓨터 서비스,,,Alankit Ltd,
,BSE,DATC,,테크놀로지,소프트웨어와 프로그래밍,,,Datamatics Global Services Ltd,
,NSE,DATC,,테크놀로지,소프트웨어와 프로그래밍,,,Datamatics Global Services Ltd,
,NSE,SQSI,,테크놀로지,소프트웨어와 프로그래밍,,,Sqs India BFSI,
,BSE,SQSI,,테크놀로지,소프트웨어와 프로그래밍,,,Sqs India BFSI,
,NSE,ALLS,,테크놀로지,컴퓨터 서비스,,,Allsec Technologies Ltd,
,BSE,ALLS,,테크놀로지,컴퓨터 서비스,,,Allsec Technologies Ltd,
,BSE,APSL,,테크놀로지,소프트웨어와 프로그래밍,,,Aurionpro Solutions Ltd,
,NSE,APSL,,테크놀로지,소프트웨어와 프로그래밍,,,Aurionpro Solutions Ltd,
,NSE,ONMO,,테크놀로지,소프트웨어와 프로그래밍,,,Onmobile Global Ltd,
,BSE,ONMO,,테크놀로지,소프트웨어와 프로그래밍,,,Onmobile Global Ltd,
,NSE,UNVR,,테크놀로지,전자 장비와 제어기,,,Universal Cables Ltd,
,BSE,UNVR,,테크놀로지,전자 장비와 제어기,,,Universal Cables Ltd,
,BSE,RSYS,,테크놀로지,소프트웨어와 프로그래밍,,,R Systems International Ltd,
,NSE,RSYS,,테크놀로지,소프트웨어와 프로그래밍,,,R Systems International Ltd,
,BSE,SUBX,,테크놀로지,소프트웨어와 프로그래밍,,,Subex Ltd,
,BSE,SHVB,,테크놀로지,전자 장비와 제어기,,,Shivalik Bimetal Controls,
,NSE,SUBX,,테크놀로지,소프트웨어와 프로그래밍,,,Subex Ltd,
,BSE,MOSC,,테크놀로지,반도체,,,Moschip Semiconductor Tech,
,NSE,TRIG,,테크놀로지,소프트웨어와 프로그래밍,,,Trigyn Technologies Ltd,
,BSE,TRIG,,테크놀로지,소프트웨어와 프로그래밍,,,Trigyn Technologies Ltd,
,NSE,FOUT,,테크놀로지,컴퓨터 서비스,,,Fourth Dimension Solutions,
,NSE,SPIE,,테크놀로지,통신 장비,,,Spice Mobility Ltd,
,BSE,SPIE,,테크놀로지,통신 장비,,,Spice Mobility Ltd,
,NSE,SWEL,,테크놀로지,전자 장비와 제어기,,,Swelect Energy Systems Ltd,
,BSE,SWEL,,테크놀로지,전자 장비와 제어기,,,Swelect Energy Systems Ltd,
,NSE,TRNF,,테크놀로지,전자 장비와 제어기,,,Transformers Rectifiers,
,BSE,TRNF,,테크놀로지,전자 장비와 제어기,,,Transformers Rectifiers,
,BSE,NELC,,테크놀로지,통신 장비,,,Nelco,
,NSE,NELC,,테크놀로지,통신 장비,,,Nelco,
,BSE,ITON,,테크놀로지,사무실 장비,,,Indian Toners & Developers,
,BSE,KELL,,테크놀로지,소프트웨어와 프로그래밍,,,Kellton Tech Solutions,
,NSE,KELL,,테크놀로지,소프트웨어와 프로그래밍,,,Kellton Tech Solutions,
,NSE,INNL,,테크놀로지,전자 장비와 제어기,,,Indo National Ltd,
,BSE,INNL,,테크놀로지,전자 장비와 제어기,,,Indo National Ltd,
,NSE,UJAA,,테크놀로지,전자 장비와 제어기,,,Ujaas Energy Ltd,
,BSE,UJAA,,테크놀로지,전자 장비와 제어기,,,Ujaas Energy Ltd,
,NSE,SALZ,,테크놀로지,전자 장비와 제어기,,,Salzer Electronics Ltd,
,BSE,SALZ,,테크놀로지,전자 장비와 제어기,,,Salzer Electronics Ltd,
,BSE,VIRC,,테크놀로지,소프트웨어와 프로그래밍,,,Virinchi,
,BSE,HOVS,,테크놀로지,컴퓨터 서비스,,,HOV Services Ltd,
,NSE,HOVS,,테크놀로지,컴퓨터 서비스,,,HOV Services Ltd,
,BSE,DLIL,,테크놀로지,사무실 장비,,,D Link India Ltd,
,NSE,DLIL,,테크놀로지,사무실 장비,,,D Link India Ltd,
,BSE,PSIT,,테크놀로지,컴퓨터 하드웨어,,,PS IT Infra & Services-BO,
,BSE,AGCN,,테크놀로지,컴퓨터 네트워크,,,AGC Networks Ltd,
,NSE,AGCN,,테크놀로지,컴퓨터 네트워크,,,AGC Networks Ltd,
,BSE,INDL,,테크놀로지,반도체,,,Indosolar Ltd,
,NSE,INDL,,테크놀로지,반도체,,,Indosolar Ltd,
,BSE,PCIL,,테크놀로지,전자 장비와 제어기,,,Panasonic Carbon India Co,
,BSE,PANB,,테크놀로지,전자 장비와 제어기,,,Panasonic Energy India Co,
,NSE,COMI,,테크놀로지,컴퓨터 주변기기,,,Compuage Infocom,
,BSE,COMI,,테크놀로지,컴퓨터 주변기기,,,Compuage Infocom,
,NSE,DUCO,,테크놀로지,소프트웨어와 프로그래밍,,,Ducon Infratech,
,BSE,DUCO,,테크놀로지,소프트웨어와 프로그래밍,,,Ducon Infratech,
,NSE,WESL,,테크놀로지,반도체,,,Websol Energy System Ltd,
,BSE,WESL,,테크놀로지,반도체,,,Websol Energy System Ltd,
,BSE,SAKS,,테크놀로지,소프트웨어와 프로그래밍,,,Saksoft Ltd,
,NSE,SAKS,,테크놀로지,소프트웨어와 프로그래밍,,,Saksoft Ltd,
,BSE,PITL,,테크놀로지,전자 장비와 제어기,,,Pitti Laminations Ltd,
,NSE,PITL,,테크놀로지,전자 장비와 제어기,,,Pitti Laminations Ltd,
,BSE,DENO,,테크놀로지,전자 장비와 제어기,,,De Nora India Ltd,
,NSE,DENO,,테크놀로지,전자 장비와 제어기,,,De Nora India Ltd,
,NSE,HRCT,,테크놀로지,반도체,,,Hind Rectifiers Ltd,
,BSE,HRCT,,테크놀로지,반도체,,,Hind Rectifiers Ltd,
,NSE,ECEI,,테크놀로지,전자 장비와 제어기,,,ECE Industries Ltd,
,BSE,AVAN,,테크놀로지,통신 장비,,,Avantel,
,BSE,DIAC,,테크놀로지,전자 장비와 제어기,,,Diamond Power Infrastructure,
,NSE,DIAC,,테크놀로지,전자 장비와 제어기,,,Diamond Power Infrastructure,
,BSE,SMAT,,테크놀로지,통신 장비,,,Smartlink Network Systems Ltd,
,BSE,CEIS,,테크놀로지,소프트웨어와 프로그래밍,,,ADCC Infocad,
,NSE,EXCE,,테크놀로지,컴퓨터 서비스,,,Excel Infoways Ltd,
,NSE,SMAT,,테크놀로지,통신 장비,,,Smartlink Network Systems Ltd,
,BSE,EXCE,,테크놀로지,컴퓨터 서비스,,,Excel Infoways Ltd,
,NSE,PCML,,테크놀로지,통신 장비,,,Paramount Communications Ltd,
,BSE,PCML,,테크놀로지,통신 장비,,,Paramount Communications Ltd,
,NSE,KREL,,테크놀로지,전자 장비와 제어기,,,Kirloskar Electric Company Ltd,
,BSE,RCII,,테크놀로지,전자 장비와 제어기,,,RCI Ind & Tech,
,BSE,KREL,,테크놀로지,전자 장비와 제어기,,,Kirloskar Electric Company Ltd,
,BSE,MOME,,테크놀로지,전자 장비와 제어기,,,Modison Metals,
,BSE,BRLE,,테크놀로지,통신 장비,,,Birla Cable,
,NSE,BRLE,,테크놀로지,통신 장비,,,Birla Cable,
,BSE,INTN,,테크놀로지,소프트웨어와 프로그래밍,,,Intense Tech,
,BSE,GTL,,테크놀로지,컴퓨터 네트워크,,,GTL,
,NSE,GTL,,테크놀로지,컴퓨터 네트워크,,,GTL,
,BSE,INTT,,테크놀로지,전자 장비와 제어기,,,Indo Tech Transformers Ltd,
,NSE,INTT,,테크놀로지,전자 장비와 제어기,,,Indo Tech Transformers Ltd,
,NSE,IFOB,,테크놀로지,소프트웨어와 프로그래밍,,,InfoBeans Tech,
,BSE,PRAH,,테크놀로지,전자 장비와 제어기,,,Prabhat Telecoms,
,BSE,ACFL,,테크놀로지,소프트웨어와 프로그래밍,,,Accel Frontline Ltd,
,NSE,ACFL,,테크놀로지,소프트웨어와 프로그래밍,,,Accel Frontline Ltd,
,NSE,CTSS,,테크놀로지,소프트웨어와 프로그래밍,,,Cybertech Systems Software,
,BSE,CTSS,,테크놀로지,소프트웨어와 프로그래밍,,,Cybertech Systems Software,
,BSE,ABMK,,테크놀로지,소프트웨어와 프로그래밍,,,ABM Knowledgeware,
,NSE,SILT,,테크놀로지,소프트웨어와 프로그래밍,,,Silver Touch,
,BSE,DHPF,,테크놀로지,전자 장비와 제어기,,,DHP India,
,BSE,SELC,,테크놀로지,전자 장비와 제어기,,,Shilchar Tech,
,BSE,BODH,,테크놀로지,소프트웨어와 프로그래밍,,,Bodhtree Consulting Ltd,
,BSE,OTEC,,테크놀로지,소프트웨어와 프로그래밍,,,Onward Technologies Ltd,
,NSE,OTEC,,테크놀로지,소프트웨어와 프로그래밍,,,Onward Technologies Ltd,
,BSE,MDTK,,테크놀로지,소프트웨어와 프로그래밍,,,Mindteck India,
,NSE,MDTK,,테크놀로지,소프트웨어와 프로그래밍,,,Mindteck India,
,NSE,RSSI,,테크놀로지,소프트웨어와 프로그래밍,,,R S Software India Ltd,
,BSE,RSSI,,테크놀로지,소프트웨어와 프로그래밍,,,R S Software India Ltd,
,BSE,HNDU,,테크놀로지,전자 장비와 제어기,,,Hindusthan Urban,
,BSE,STRC,,테크놀로지,소프트웨어와 프로그래밍,,,StarCom Info Technology,
,BSE,CATE,,테크놀로지,소프트웨어와 프로그래밍,,,Cambridge Technology Enterprises,
,NSE,CATE,,테크놀로지,소프트웨어와 프로그래밍,,,Cambridge Technology Enterprises,
,NSE,IZMO,,테크놀로지,소프트웨어와 프로그래밍,,,Izmo Ltd,
,BSE,IZMO,,테크놀로지,소프트웨어와 프로그래밍,,,Izmo Ltd,
,BSE,EONE,,테크놀로지,전자 장비와 제어기,,,EON Electric Ltd,
,NSE,EONE,,테크놀로지,전자 장비와 제어기,,,EON Electric Ltd,
,BSE,VAMA,,테크놀로지,소프트웨어와 프로그래밍,,,VAMA Industries,
,BSE,SANK,,테크놀로지,소프트웨어와 프로그래밍,,,Sankhya Infotech,
,NSE,VERZ,,테크놀로지,컴퓨터 서비스,,,Vertoz Advertising,
,BSE,MELC,,테크놀로지,반도체,,,MIC Electronics Ltd,
,NSE,MELC,,테크놀로지,반도체,,,MIC Electronics Ltd,
,BSE,LKEL,,테크놀로지,전자 장비와 제어기,,,Lakshmi Electrical Control Systems,
,BSE,WEPS,,테크놀로지,컴퓨터 주변기기,,,Wep Solutions,
,NSE,ADIS,,테크놀로지,소프트웨어와 프로그래밍,,,Allied Digital Services,
,BSE,ADIS,,테크놀로지,소프트웨어와 프로그래밍,,,Allied Digital Services,
,NSE,INTB,,테크놀로지,소프트웨어와 프로그래밍,,,Innovana Thinklabs,
,BSE,ATIS,,테크놀로지,소프트웨어와 프로그래밍,,,Atishay,
,BSE,GSSI,,테크놀로지,소프트웨어와 프로그래밍,,,GSS Infotech Ltd,
,NSE,GSSI,,테크놀로지,소프트웨어와 프로그래밍,,,GSS Infotech Ltd,
,BSE,ADCI,,테크놀로지,통신 장비,,,ADC India Communications,
,BSE,IRIS,,테크놀로지,소프트웨어와 프로그래밍,,,IRIS Business,
,NSE,SHIC,,테크놀로지,통신 장비,,,Shilpi Cable Technologies Ltd,
,BSE,SHIC,,테크놀로지,통신 장비,,,Shilpi Cable Technologies Ltd,
,NSE,CREA,,테크놀로지,컴퓨터 하드웨어,,,Creative Peripherals,
,BSE,CRES,,테크놀로지,소프트웨어와 프로그래밍,,,Cressanda Solutions Ltd-BO,
,BSE,IMPP,,테크놀로지,전자 장비와 제어기,,,IMP Powers Ltd,
,NSE,IMPP,,테크놀로지,전자 장비와 제어기,,,IMP Powers Ltd,
,BSE,NOSC,,테크놀로지,소프트웨어와 프로그래밍,,,Nettlinx,
,NSE,MOSR,,테크놀로지,컴퓨터 데이터 저장 장치,,,Moser Baer India Ltd,
,BSE,MOSR,,테크놀로지,컴퓨터 데이터 저장 장치,,,Moser Baer India Ltd,
,BSE,DION,,테크놀로지,소프트웨어와 프로그래밍,,,Dion Global Solutions,
,BSE,PRMG,,테크놀로지,전자 장비와 제어기,,,Permanent Magnets,
,BSE,HIGH,,테크놀로지,전자 장비와 제어기,,,High Energy Batteries India,
,BSE,GLOP,,테크놀로지,소프트웨어와 프로그래밍,,,Globalspace Tech,
,NSE,SERO,,테크놀로지,전자 장비와 제어기,,,Servotech Power,
,BSE,EMCO,,테크놀로지,전자 장비와 제어기,,,EMCO Ltd,
,NSE,EMCO,,테크놀로지,전자 장비와 제어기,,,EMCO Ltd,
,BSE,ASMT,,테크놀로지,소프트웨어와 프로그래밍,,,ASM Tech,
,NSE,FCSS,,테크놀로지,소프트웨어와 프로그래밍,,,FCS Software Solutions Ltd,
,BSE,FCSS,,테크놀로지,소프트웨어와 프로그래밍,,,FCS Software Solutions Ltd,
,NSE,PALR,,테크놀로지,소프트웨어와 프로그래밍,,,Palred Technologies Ltd,
,BSE,PALR,,테크놀로지,소프트웨어와 프로그래밍,,,Palred Technologies Ltd,
,BSE,DISL,,테크놀로지,소프트웨어와 프로그래밍,,,Diamond Infosystems,
,BSE,VEDA,,테크놀로지,소프트웨어와 프로그래밍,,,Vedavaag Systems,
,BSE,SURT,,테크놀로지,통신 장비,,,Surana Telecom and Power,
,NSE,SURT,,테크놀로지,통신 장비,,,Surana Telecom and Power,
,BSE,SURN,,테크놀로지,반도체,,,Surana Solar,
,NSE,SURN,,테크놀로지,반도체,,,Surana Solar,
,BSE,EMPO,,테크놀로지,소프트웨어와 프로그래밍,,,Empower India,
,NSE,VIFY,,테크놀로지,소프트웨어와 프로그래밍,,,Visesh Infotecnics Ltd,
,BSE,VIFY,,테크놀로지,소프트웨어와 프로그래밍,,,Visesh Infotecnics Ltd,
,BSE,SFSL,,테크놀로지,소프트웨어와 프로그래밍,,,SoftSol India,
,BSE,COSN,,테크놀로지,소프트웨어와 프로그래밍,,,COSYN,
,BSE,ASYA,,테크놀로지,소프트웨어와 프로그래밍,,,Asya Infosoft,
,BSE,SPEL,,테크놀로지,반도체,,,SPEL Semiconductor,
,NSE,CALI,,테크놀로지,소프트웨어와 프로그래밍,,,California Software Company,
,BSE,CALI,,테크놀로지,소프트웨어와 프로그래밍,,,California Software Company,
,BSE,CRAS,,테크놀로지,소프트웨어와 프로그래밍,,,Cranes Software Intl,
,BSE,MATA,,테크놀로지,통신 장비,,,Matra Kaushal Enterprise,
,BSE,KAYC,,테크놀로지,전자 장비와 제어기,,,Kaycee Ind,
,NSE,TERA,,테크놀로지,소프트웨어와 프로그래밍,,,Tera Software,
,BSE,TERA,,테크놀로지,소프트웨어와 프로그래밍,,,Tera Software,
,BSE,PCOM,,테크놀로지,통신 장비,,,Punjab Communications,
,BSE,RTSP,,테크놀로지,전자 장비와 제어기,,,Rts Power,
,BSE,SAGO,,테크놀로지,소프트웨어와 프로그래밍,,,SAGARSOFT India,
,BSE,PREL,,테크놀로지,통신 장비,,,Precision Electronics,
,BSE,GEIS,,테크놀로지,소프트웨어와 프로그래밍,,,Geodesic,
,NSE,GEIS,,테크놀로지,소프트웨어와 프로그래밍,,,Geodesic,
,BSE,EASU,,테크놀로지,전자 장비와 제어기,,,Easun Reyrolle Ltd,
,NSE,EASU,,테크놀로지,전자 장비와 제어기,,,Easun Reyrolle Ltd,
,NSE,DEVN,,테크놀로지,컴퓨터 서비스,,,Dev Information Tech,
,BSE,PCDT,,테크놀로지,컴퓨터 하드웨어,,,PCS Technology,
,BSE,VALC,,테크놀로지,통신 장비,,,Valiant Communications,
,BSE,STAD,,테크놀로지,전자 장비와 제어기,,,Star Delta Transformers Ltd,
,BSE,AMTL,,테크놀로지,전자 장비와 제어기,,,Advance Metering Tech,
,BSE,RMCW,,테크놀로지,전자 장비와 제어기,,,RMC Switchgears,
,BSE,RIRL,,테크놀로지,반도체,,,Ruttonsha Intl Rectifier,
,BSE,BARI,,테크놀로지,사무실 장비,,,Bartronics India Ltd,
,NSE,BARI,,테크놀로지,사무실 장비,,,Bartronics India Ltd,
,BSE,SALI,,테크놀로지,통신 장비,,,Salora International Ltd,
,NSE,SALI,,테크놀로지,통신 장비,,,Salora International Ltd,
,BSE,OCTE,,테크놀로지,소프트웨어와 프로그래밍,,,Octaware Tech,
,NSE,MROT,,테크놀로지,통신 장비,,,MRO TEK Ltd,
,BSE,MROT,,테크놀로지,통신 장비,,,MRO TEK Ltd,
,BSE,CNIR,,테크놀로지,컴퓨터 서비스,,,Cni Research,
,BSE,STUL,,테크놀로지,소프트웨어와 프로그래밍,,,Shree Tulsi Online Com,
,BSE,MUDU,,테크놀로지,소프트웨어와 프로그래밍,,,Mudunuru,
,BSE,ALFT,,테크놀로지,전자 장비와 제어기,,,Alfa Transformers,
,BSE,HELI,,테크놀로지,소프트웨어와 프로그래밍,,,Helios Matheson Info Tech,
,NSE,HELI,,테크놀로지,소프트웨어와 프로그래밍,,,Helios Matheson Info Tech,
,BSE,SAVT,,테크놀로지,소프트웨어와 프로그래밍,,,Saven Tech,
,BSE,CSFR,,테크놀로지,전자 장비와 제어기,,,Cosmo Ferrites,
,BSE,ODTH,,테크놀로지,소프트웨어와 프로그래밍,,,Odyssey Tech,
,NSE,SANR,,테크놀로지,전자 장비와 제어기,,,Sanco Industries Ltd,
,BSE,DNLW,,테크놀로지,소프트웨어와 프로그래밍,,,Danlaw Tech India,
,BSE,ASIT,,테크놀로지,컴퓨터 서비스,,,Asit C Mehta Financial Services,
,BSE,RINF,,테크놀로지,소프트웨어와 프로그래밍,,,Raminfo,
,NSE,GOLD,,테크놀로지,소프트웨어와 프로그래밍,,,Goldstone Technologies Ltd,
,BSE,GOLD,,테크놀로지,소프트웨어와 프로그래밍,,,Goldstone Technologies Ltd,
,NSE,SHMT,,테크놀로지,통신 장비,,,Shyam Telecom Ltd,
,BSE,SHMT,,테크놀로지,통신 장비,,,Shyam Telecom Ltd,
,NSE,DSSL,,테크놀로지,소프트웨어와 프로그래밍,,,Dynacons Systems Solutions,
,BSE,DSSL,,테크놀로지,소프트웨어와 프로그래밍,,,Dynacons Systems Solutions,
,BSE,IKFT,,테크놀로지,소프트웨어와 프로그래밍,,,IKF Tech,
,BSE,AVTC,,테크놀로지,소프트웨어와 프로그래밍,,,Avance Tech,
,NSE,AFTK,,테크놀로지,소프트웨어와 프로그래밍,,,Aftek Ltd,
,NSE,KATL,,테크놀로지,통신 장비,,,Kavveri Telecom Products Ltd,
,BSE,KATL,,테크놀로지,통신 장비,,,Kavveri Telecom Products Ltd,
,NSE,CORE,,테크놀로지,소프트웨어와 프로그래밍,,,CORE Education & Technologies,
,BSE,CORE,,테크놀로지,소프트웨어와 프로그래밍,,,CORE Education & Technologies,
,BSE,SWTE,,테크놀로지,전자 장비와 제어기,,,Switching Tech Gunther,
,BSE,ANAR,,테크놀로지,컴퓨터 하드웨어,,,Anar Ind,
,BSE,ECSB,,테크놀로지,컴퓨터 하드웨어,,,Ecs Biztech,
,BSE,DLTN,,테크놀로지,통신 장비,,,Delton Cables,
,BSE,IDOP,,테크놀로지,소프트웨어와 프로그래밍,,,Indo Pacific Projects Ltd,
,BSE,TAMT,,테크놀로지,통신 장비,,,Tamilnadu Telecomm,
,NSE,TAMT,,테크놀로지,통신 장비,,,Tamilnadu Telecomm,
,NSE,ZYSY,,테크놀로지,소프트웨어와 프로그래밍,,,Zylog Systems,
,BSE,ZYSY,,테크놀로지,소프트웨어와 프로그래밍,,,Zylog Systems,
,BSE,ATHN,,테크놀로지,컴퓨터 서비스,,,Athena Global Technologies Ltd,
,BSE,PRLE,,테크놀로지,소프트웨어와 프로그래밍,,,Parle Software,
,BSE,BLSI,,테크놀로지,소프트웨어와 프로그래밍,,,BLS Infotech,
,BSE,GEMC,,테크놀로지,컴퓨터 서비스,,,Gemini Communication Ltd,
,NSE,GEMC,,테크놀로지,컴퓨터 서비스,,,Gemini Communication Ltd,
,BSE,WSIN,,테크놀로지,전자 장비와 제어기,,,W.S. Industries India Ltd,
,NSE,WSIN,,테크놀로지,전자 장비와 제어기,,,W.S. Industries India Ltd,
,BSE,GPOL,,테크놀로지,전자 장비와 제어기,,,Gujarat Poly AVX Electronics,
,BSE,JCTE,,테크놀로지,전자 장비와 제어기,,,JCT Electronics Ltd,
,NSE,JCTE,,테크놀로지,전자 장비와 제어기,,,JCT Electronics Ltd,
,BSE,IDSW,,테크놀로지,소프트웨어와 프로그래밍,,,Info Drive Software,
,BSE,VXL,,테크놀로지,컴퓨터 하드웨어,,,VXL Instruments,
,BSE,FVEC,,테크놀로지,소프트웨어와 프로그래밍,,,Five Core Exim,
,BSE,BCCI,,테크놀로지,반도체,,,B C C Fuba India,
,BSE,AISH,,테크놀로지,통신 장비,,,Aishwarya Tech and Telecom,
,BSE,APLE,,테크놀로지,과학과 기술 장비,,,Aplab,
,BSE,TARA,,테크놀로지,전자 장비와 제어기,,,Tarapur Transformers Ltd,
,NSE,TARA,,테크놀로지,전자 장비와 제어기,,,Tarapur Transformers Ltd,
,BSE,ALID,,테크놀로지,컴퓨터 주변기기,,,Allied Computers,
,BSE,MARS,,테크놀로지,전자 장비와 제어기,,,Marsons,
,BSE,SHRF,,테크놀로지,소프트웨어와 프로그래밍,,,Shreejal Info Hubs,
,BSE,CTEL,,테크놀로지,소프트웨어와 프로그래밍,,,Commex Technology,
,BSE,PHOI,,테크놀로지,전자 장비와 제어기,,,Photoquip India,
,BSE,ARTK,,테크놀로지,전자 장비와 제어기,,,Artech Power & Trading,
,BSE,ACRP,,테크놀로지,소프트웨어와 프로그래밍,,,Acropetal Technologies Ltd,
,NSE,ACRP,,테크놀로지,소프트웨어와 프로그래밍,,,Acropetal Technologies Ltd,
,BSE,BHRT,,테크놀로지,소프트웨어와 프로그래밍,,,Bharatiya Global Infomedia Ltd,
,NSE,BHRT,,테크놀로지,소프트웨어와 프로그래밍,,,Bharatiya Global Infomedia Ltd,
,BSE,PFLI,,테크놀로지,소프트웨어와 프로그래밍,,,PFL Infotech Ltd,
,BSE,TRIT,,테크놀로지,컴퓨터 서비스,,,Triton,
,NSE,EUMU,,테크놀로지,컴퓨터 데이터 저장 장치,,,Euro Multivision Ltd,
,BSE,EUMU,,테크놀로지,컴퓨터 데이터 저장 장치,,,Euro Multivision Ltd,
,NSE,PAEL,,테크놀로지,전자 장비와 제어기,,,Pae Ltd,
,BSE,PAEL,,테크놀로지,전자 장비와 제어기,,,Pae Ltd,
,BSE,WISE,,테크놀로지,소프트웨어와 프로그래밍,,,WISEC Global,
,NSE,MELS,,테크놀로지,소프트웨어와 프로그래밍,,,Melstar Information Tech,
,BSE,MELS,,테크놀로지,소프트웨어와 프로그래밍,,,Melstar Information Tech,
,BSE,PRBH,,테크놀로지,소프트웨어와 프로그래밍,,,Prabhav Ind,
,NSE,CURA,,테크놀로지,컴퓨터 서비스,,,CURA Technologies Ltd,
,BSE,CURA,,테크놀로지,컴퓨터 서비스,,,CURA Technologies Ltd,
,BSE,FNLN,,테크놀로지,반도체,,,Fine-Line Circuits,
,BSE,STDB,,테크놀로지,전자 장비와 제어기,,,Standard Batteries,
,NSE,PISL,,테크놀로지,소프트웨어와 프로그래밍,,,Prithvi Information Solutions,
,BSE,VITR,,테크놀로지,컴퓨터 하드웨어,,,Vintron Informatics,
,BSE,ADVE,,테크놀로지,전자 장비와 제어기,,,Advance Powerinfra Tech,
,BSE,QUIN,,테크놀로지,소프트웨어와 프로그래밍,,,Quintegra,
,NSE,QUIN,,테크놀로지,소프트웨어와 프로그래밍,,,Quintegra,
,NSE,TRIC,,테크놀로지,소프트웨어와 프로그래밍,,,Tricom India Ltd,
,BSE,TRIC,,테크놀로지,소프트웨어와 프로그래밍,,,Tricom India Ltd,
,BSE,GALA,,테크놀로지,전자 장비와 제어기,,,Galada Power and Telecom,
,BSE,SMTL,,테크놀로지,전자 장비와 제어기,,,Samtel Color Ltd,
,NSE,SMTL,,테크놀로지,전자 장비와 제어기,,,Samtel Color Ltd,
,BSE,COMP,,테크놀로지,소프트웨어와 프로그래밍,,,Computer Point,
,NSE,OMIN,,테크놀로지,소프트웨어와 프로그래밍,,,Omnitech Infosolutions Ltd,
,BSE,OMIN,,테크놀로지,소프트웨어와 프로그래밍,,,Omnitech Infosolutions Ltd,
,BSE,UNOF,,테크놀로지,컴퓨터 네트워크,,,Universal Office Automation,
,NSE,BILP,,테크놀로지,전자 장비와 제어기,,,Bilpower Ltd,
,BSE,BILP,,테크놀로지,전자 장비와 제어기,,,Bilpower Ltd,
,BSE,GLDY,,테크놀로지,소프트웨어와 프로그래밍,,,Glodyne Technoserve Ltd,
,NSE,GLDY,,테크놀로지,소프트웨어와 프로그래밍,,,Glodyne Technoserve Ltd,
,BSE,NETF,,테크놀로지,컴퓨터 서비스,,,Net 4 India Ltd,
,NSE,NETF,,테크놀로지,컴퓨터 서비스,,,Net 4 India Ltd,
,BSE,BRSL,,테크놀로지,소프트웨어와 프로그래밍,,,Birla Shloka Edutech,
,NSE,SFTG,,테크놀로지,소프트웨어와 프로그래밍,,,STG Lifecare Ltd,
,BSE,ZENC,,테크놀로지,컴퓨터 하드웨어,,,Zenith Computers,
,BSE,NESL,,테크놀로지,소프트웨어와 프로그래밍,,,Netlink Solutions India,
,BSE,AVID,,테크놀로지,전자 장비와 제어기,,,Aviva Ind,
,BSE,AXON,,테크놀로지,소프트웨어와 프로그래밍,,,Axon Finance Ltd,
,BSE,CRIF,,테크놀로지,소프트웨어와 프로그래밍,,,Crazy Infotech,
,BSE,SAME,,테크놀로지,전자 장비와 제어기,,,Samtel India,
,BSE,SESH,,테크놀로지,소프트웨어와 프로그래밍,,,Seshachal Tech,
,NSE,GREE,,테크놀로지,소프트웨어와 프로그래밍,,,Green Fire Agri Commodities,
,BSE,GREE,,테크놀로지,소프트웨어와 프로그래밍,,,Green Fire Agri Commodities,
,BSE,GRCA,,테크놀로지,통신 장비,,,G R Cables,
,BSE,IPOW,,테크놀로지,소프트웨어와 프로그래밍,,,I Power Solutions India,
,NSE,NOES,,테크놀로지,전자 장비와 제어기,,,Noesis Industries Ltd,
,BSE,NOES,,테크놀로지,전자 장비와 제어기,,,Noesis Industries Ltd,
,NSE,NITT,,테크놀로지,소프트웨어와 프로그래밍,,,Niit Technologies Ltd,
,BSE,CGPO,,테크놀로지,전자 장비와 제어기,,,Crompton Greaves,
,NSE,CGPO,,테크놀로지,전자 장비와 제어기,,,Crompton Greaves,
,NSE,POLA,,테크놀로지,컴퓨터 서비스,,,Polaris Financial Technology,
,BSE,POLA,,테크놀로지,컴퓨터 서비스,,,Polaris Financial Technology,
,BSE,ECLE,,테크놀로지,컴퓨터 서비스,,,eClerx Services,
,NSE,ECLE,,테크놀로지,컴퓨터 서비스,,,eClerx Services,
,BSE,KPIT,,테크놀로지,소프트웨어와 프로그래밍,,,KPIT Cummins Infosystems,
,NSE,KPIT,,테크놀로지,소프트웨어와 프로그래밍,,,KPIT Cummins Infosystems,
,NSE,ZENT,,테크놀로지,소프트웨어와 프로그래밍,,,Zensar Technologies,
,BSE,ZENT,,테크놀로지,소프트웨어와 프로그래밍,,,Zensar Technologies,
,BSE,FISO,,테크놀로지,컴퓨터 서비스,,,Firstsource Solutions,
,NSE,FISO,,테크놀로지,컴퓨터 서비스,,,Firstsource Solutions,
,NSE,AMBE,,테크놀로지,과학과 기술 장비,,,Amber Enterprises India,
,BSE,AMBE,,테크놀로지,과학과 기술 장비,,,Amber Enterprises India,
,NSE,TEJS,,테크놀로지,통신 장비,,,Tejas Networks,
,BSE,TEJS,,테크놀로지,통신 장비,,,Tejas Networks,
